出表日期,資料年月,公司代號,公司名稱,產業別,營業收入-當月營收,營業收入-上月營收,營業收入-去年當月營收,營業收入-上月比較增減(%),營業收入-去年同月增減(%),累計營業收入-當月累計營收,累計營業收入-去年累計營收,累計營業收入-前期比較增減(%),備註
"1110912","11108","2501","國建","建材營造","995485","2016943","651147","-50.64387045147037","52.88176095413171","6368446","5051443","26.071817498485085","本月交屋入帳較多"
"1110912","11108","2504","國產","建材營造","1819642","1832273","1710963","-0.6893623384724874","6.351919942161227","13758527","13999826","-1.7235857074223637","-"
"1110912","11108","2505","國揚","建材營造","75144","270910","298808","-72.26237495847329","-74.85207892693636","3433183","4573868","-24.939176207096487","本年度營建收入3,425,948仟元及租賃收入7,235仟元。"
"1110912","11108","2509","全坤建","建材營造","18293","15901","35115","15.043079051631972","-47.905453509896056","133162","652794","-79.6012218249555","本年累計營收較去年同期減少,主要係認列租金所致"
"1110912","11108","2511","太子","建材營造","507511","1006171","839679","-49.56016422655791","-39.55892668507846","9864358","7556004","30.549930889396034","-"
"1110912","11108","2514","龍邦","其他","1072268","678320","1025808","58.077013798797026","4.529112660458877","5722094","7105258","-19.466766724023252","-"
"1110912","11108","2515","中工","建材營造","1397356","1219088","1411598","14.623062486055149","-1.0089274708521832","9129064","10371060","-11.97559362302407","-"
"1110912","11108","2516","新建","建材營造","565296","465864","898222","21.343568079954665","-37.06500174789751","4313288","5272001","-18.184992757019582","-"
"1110912","11108","2520","冠德","建材營造","1546557","1525880","996142","1.3550869006737096","55.25467252660765","12854061","17665526","-27.236466097867677","111年08月份營業收入較去年同期增加50%以上，主因係營造部門在手案量規模成長及依工程全程營運進度認列所致。"
"1110912","11108","2524","京城","建材營造","223376","135598","359430","64.73399312674228","-37.85271123723673","2157867","4335601","-50.229114717890326","111年度無新案完工, 以餘屋銷售為主要營收來源。"
"1110912","11108","2527","宏璟","建材營造","108525","42295","176978","156.59061354770068","-38.678818836239536","1172514","5733953","-79.55138453349723","本年累計營收較去年累計營收低,主要係因去年有大型工案銷售認列收入及房地銷售收入較高所致"
"1110912","11108","2528","皇普","建材營造","44","10","24601","340.0","-99.82114548189098","1136433","1211913","-6.228169843874932","主係111年8月認列租賃收入50仟元及營業收入折讓6仟元所致。"
"1110912","11108","2530","華建","建材營造","1017","1011","749","0.5934718100890207","35.78104138851803","445834","5661","7775.534357887299","本年度出售房地收入較去年度增加439,283仟元,本年度租金收入較去年度同期增加890仟元."
"1110912","11108","2534","宏盛","建材營造","290440","465493","335209","-37.60593607207842","-13.355548329549624","2990647","2366495","26.374532800618635","-"
"1110912","11108","2535","達欣工","建材營造","1529560","1324551","997117","15.477622228211674","53.398247146523424","11045351","9188903","20.203151562270275","本公司111年8月單月營收較去年同期變動增加50%以上，係因本月廠辦及公共工程之工程投入較去年同期增加所致。"
"1110912","11108","2536","宏普","建材營造","72044","13657","14277","427.52434648898003","404.615815647545","636323","255170","149.3721832503821","本月租金較去年同期減少,但因出售重大設施用地,致營收較多。"
"1110912","11108","2537","聯上發","建材營造","145148","49400","592855","193.82186234817814","-75.51711632692648","1551315","1742925","-10.993588364387453","本月營收較去年減少，係去年同期認列雙北房地出售收入較高所致。"
"1110912","11108","2538","基泰","建材營造","23611","26987","19391","-12.509726905547115","21.762673405187975","249854","171956","45.30112354323199","-"
"1110912","11108","2539","櫻花建","建材營造","2364287","732130","190","222.9326758908937","1244261.5789473683","6264615","167458","3641.0067001875095","無異常。本月有「櫻花澍」及「櫻花大櫻國2-牛津花園」建案陸續過戶中。"
"1110912","11108","2540","愛山林","建材營造","461649","388128","356137","18.94246228048479","29.62680092211705","2972722","2983274","-0.35370535860936675","-"
"1110912","11108","2542","興富發","建材營造","343473","181592","2595467","89.14544693598837","-86.76642777581067","9291269","30243029","-69.27798138208973","本月較去年同期減少，主要係去年同期認列「白崙段」及「光武段」等建案完工並完成產權移轉所致。"
"1110912","11108","2543","皇昌","建材營造","717050","633839","754119","13.128097198184397","-4.915537203014378","5337570","5002040","6.707863191817738","-"
"1110912","11108","2545","皇翔","建材營造","361731","904436","471026","-60.004798570600904","-23.20360234891492","5281491","4042265","30.656723396412655","-"
